1,0,0.9834750077473561,1.0
1,0,0.9622719521533314,0.98
1,0,0.9554094755720826,0.96
1,0,0.9371723846466893,0.94
1,0,0.9367835750808351,0.92
1,0,0.9249451714833823,0.9
1,0,0.9187969463396641,0.88
1,0,0.8950232939918414,0.86
1,0,0.8370023373566976,0.84
1,0,0.8181553978614672,0.82
1,0,0.7475626302939524,0.8
1,0,0.7432945503457555,0.78
1,0,0.7290867335500224,0.76
1,0,0.6908174059289833,0.74
1,0,0.6808575575873623,0.72
1,0,0.657214361984747,0.7
1,0,0.6533347922040162,0.68
1,0,0.6433622001755057,0.66
1,0,0.615309974153784,0.64
1,0,0.5839774085480574,0.62
1,0,0.5801637744513375,0.6
1,0,0.5773564478221103,0.58
1,0,0.5309886352511266,0.56
1,0,0.5203657318475048,0.54
1,0,0.5090739265423267,0.52
1,1,0.4807678989643332,0.5
1,1,0.4090065654184907,0.48
1,1,0.3505014643214888,0.46
1,1,0.34841068268552056,0.44
1,1,0.31748711855510137,0.42
1,1,0.26539649740053567,0.4
1,1,0.2551015726879802,0.38
1,1,0.23001719509781549,0.36
1,1,0.1900481080749566,0.34
1,1,0.1775539159484133,0.32
1,1,0.1600834967841449,0.3
1,1,0.13752805670550794,0.28
1,1,0.10434238031425103,0.26
1,1,0.10399960660514918,0.24
1,1,0.0995153713023803,0.22
1,1,0.09894144676195438,0.2
1,1,0.09204684594531237,0.18
1,1,0.08602968663116722,0.16
1,1,0.07216459296793076,0.14
1,1,0.045692644213578826,0.12
1,1,0.045059309463681474,0.1
1,1,0.0449090452055812,0.08
1,1,0.006041297231011489,0.06
1,1,0.003136322816814918,0.04
1,1,0.0014217099850267756,0.02
